yaw;pitch;timestamp
2.6678919268308547;16.5391109429653;0:25.325300
2.817277633228076;16.841765351495788;0:25.358667
3.3093051942379836;17.25139881039446;0:25.392033
3.3630773005679053;17.738944167335525;0:25.425400
3.2953922842568124;18.04669051047428;0:25.458767
3.368433432151247;20.70691748561926;0:25.492133
1.588454604551183;22.739788873183688;0:25.525500
2.079352563900876;23.753935647331836;0:25.558867
2.617580870775385;23.794175671600705;0:25.592233
1.0078954439952195;21.826881981945686;0:25.625600
0.40082776916292195;22.286899377186092;0:25.725700
2.984278778764634;23.749493544244068;0:25.759067
4.185714145359123;21.994258882630458;0:25.792433
3.9646066170605367;21.325669384097324;0:25.825800
5.706178177876546;22.307932530031056;0:25.859167
5.9092626534354284;20.901195533539077;0:25.959267
6.876828665205965;18.99849635228848;0:25.992633
4.276144035632569;18.917248909837383;0:26.026000
3.782576567838274;19.008423799437043;0:26.059367
3.4340213209125716;20.431803499629158;0:26.092733
2.8636151973157964;22.061271150349903;0:26.126100
1.1026218220127155;20.66716545074574;0:26.159467
-0.47583496830113264;21.609509814949963;0:26.192833
-2.823976342733968;21.397760902295442;0:26.226200
-5.023183082770801;20.25377187707331;0:26.259567
-6.134424678632779;19.346202197142464;0:26.292933
-7.603667458171929;21.549890827157206;0:26.326300
-5.940327900802748;22.053100383218684;0:26.359667
-4.724918432822125;22.93787319859916;0:26.426400
-3.953829258321941;23.515166489076933;0:26.493133
-2.719058233765857;23.95465398638226;0:26.526500
-1.8307304675142717;23.370840145512492;0:26.559867
-1.8047872615316323;23.246729639558616;0:26.593233
-1.8990188740254816;22.242303413276353;0:26.626600
-1.5457225329633857;21.64453597637316;0:26.659967
-3.1129380276817438;22.428792199889006;0:26.693333
-3.3194074963258964;22.319095967749206;0:26.726700
-3.277221345705084;21.224062313538873;0:26.760067
-3.408966005995429;22.194108994894414;0:26.793433
-2.8326817517183214;22.539553412165688;0:26.826800
-2.7680112017451513;22.347889074454194;0:26.860167
-2.2519847335724306;22.618888283059345;0:26.893533
-2.1755461294769027;22.93940957078898;0:26.926900
-1.4626826277194698;23.707506971464646;0:26.960267
-2.5606484314808564;23.106159087582633;0:26.993633
-1.6109933406365435;21.265658096835853;0:27.060367
-1.7943128269727988;18.745770587624527;0:27.093733
-1.9281819038985943;19.602511055850947;0:27.127100
-3.2774896250479086;16.361207391873922;0:27.160467
-1.7738950244524283;17.428874968340335;0:27.193833
-0.8052917654070567;18.049569857821275;0:27.260567
-1.45951161482546;19.77469558457802;0:27.293933
-1.9779190757085523;19.231211513599924;0:27.360667
-2.8082877232107015;19.1266127763867;0:27.460767
-4.780163545163267;18.363982104808667;0:27.560867
-5.194500081409414;20.0092403606875;0:27.694333
-4.725256861407342;22.33641007760862;0:27.727700
-4.169393306634713;23.403763252507684;0:27.761067
-1.8949625114299031;26.95158591466211;0:27.794433
-0.3964019396942864;29.168762373346237;0:27.827800
-0.5494293107665424;29.260196403581297;0:27.861167
-1.549548402375887;25.859131181873796;0:27.894533
-2.257105552408633;26.41310932649238;0:27.927900
-4.042271783738508;25.53442886611049;0:27.961267
-4.571456626396841;21.503451714627047;0:28.094733
-4.774035150273361;19.776847759137194;0:28.161467
-4.44470767557703;20.36818134146334;0:28.194833
-3.8836421074179848;17.595802370046396;0:28.228200
-3.240422085950179;16.80602913952286;0:28.261567
-2.3817873494283357;17.57761566190748;0:28.294933
-0.06462451599542227;16.856937622195193;0:28.328300
1.7871262201059792;18.75658828633074;0:28.395033
2.107235931300195;19.24455905293121;0:28.428400
3.5755270106412995;17.814719669659194;0:28.528500
2.774801653256311;18.884639863209266;0:28.561867
-0.8587171215402016;19.699099549675367;0:28.728700
-0.7851756627378819;18.35472409208865;0:28.795433
-2.5638075818044017;19.65939217355365;0:28.828800
-4.689000388622853;20.463500357559283;0:28.895533
-1.7322421737713163;21.518685953019332;0:28.962267
-1.381679473425748;22.181599963253756;0:28.995633
-2.293224693371182;23.030048964119917;0:29.029000
-1.0008866867424246;21.931567915011822;0:29.095733
2.2587741188416017;24.624439801226224;0:29.195833
-1.2304097417476285;24.02209539467308;0:29.229200
0.7046741315213835;24.045344634634205;0:29.262567
0.967226490763448;24.166577204134622;0:29.295933
1.233063264339242;25.57600985953936;0:29.329300
-0.03220486369665696;25.35330405497835;0:29.362667
0.6378114040678966;26.003125068874482;0:29.396033
-0.004732037046639048;25.837428502821922;0:29.429400
-0.23032687075705152;26.200953891590906;0:29.462767
-2.7543488491570516;24.252761169082763;0:29.496133
-1.9753531523258272;24.303116938109802;0:29.529500
-2.4666792331642773;24.857562655410653;0:29.562867
-2.1186435795370415;23.608308358217037;0:29.596233
-1.7976116896007845;22.76999146150297;0:29.629600
2.654585241769421;22.312421121244427;0:29.662967
0.04788708146045515;16.787197492107392;0:34.601233
-2.4316880058916057;11.971910513374025;0:34.634600
-6.000158839674455;6.431574147008999;0:34.701333
-4.8792658465240795;3.6010908617781467;0:34.968267
-5.508353926695155;5.012300396032391;0:41.775067
-1.3835984233446648;9.785643822186339;0:41.808433
4.013046894292984;12.235257072331375;0:41.841800
7.614441432681025;15.214279071957836;0:49.049000
5.283886792283126;18.136723227698624;0:49.082367
1.2100315415317293;14.9691161880578;0:49.115733
-3.537543420987201;11.187807083925863;0:49.149100
-7.947192604120943;9.428332698359414;0:49.182467
-9.527357748915326;7.756458635996434;0:49.215833
-8.376436741508677;4.500662781347565;0:49.249200
-6.402949321822254;3.097894927146008;0:49.382667
-4.136477412815101;6.361797509976436;0:49.682967
-3.3277379174298494;12.442160193209844;0:49.883167
-2.93868374591095;17.975822011979563;0:50.083367
-4.635582018000606;22.56910622822902;0:50.116733
-4.328720385908514;29.60902259894932;0:50.150100
-4.379476018275441;31.359629215927733;0:50.183467
-3.509200570766173;30.807462700045953;0:50.216833
-2.6000970677747617;32.11014440494002;0:50.250200
-1.5381958657093313;31.965969826872293;0:50.283567
-1.702115227841577;32.39590063778742;0:50.383667
-1.4969195029509286;30.65249682164813;0:50.417033
-0.17885767953981596;27.136652491345835;0:50.450400
0.702207186660835;23.86372527667264;0:50.483767
1.1242630140336767;15.66755799417688;0:50.517133
3.894002423680128;3.2004218809970455;0:50.650600
5.243034666780444;-6.227950589372202;0:50.884167
4.484332532243439;-13.91478360527574;0:51.151100
3.745777127858921;-20.68245965780935;0:51.251200
5.110392169835372;-21.40048302126506;0:51.418033
7.01083879671072;-20.27176700267966;0:53.653600
11.234698846746724;-20.854171162179547;0:53.686967
14.078389334798848;-22.22292370868246;0:53.787067
21.156565505987228;-22.117198730103826;0:53.820433
24.735882445722133;-21.938574760225926;0:53.853800
24.34065356654956;-20.483145465190177;0:53.887167
22.465516365652583;-18.387248622977303;0:53.920533
23.54483263199871;-15.688207430415279;0:53.953900
18.588209392613898;-16.58774482411703;0:54.120733
14.82664533901474;-17.394260639776526;0:54.187467
16.602585987332485;-13.774344895636613;0:54.254200
14.956357773161233;-14.21795084099143;0:54.320933
13.607714832377837;-16.338534734509317;0:54.454400
14.963006737410348;-16.727520775437245;0:54.521133
15.128455120351385;-18.375418304046352;0:54.554500
9.397646736209925;-24.598199080832718;0:54.721333
7.08524597715778;-15.529131104430544;0:55.188467
5.032166842567802;-3.934392432707065;0:55.722333
2.2150735006516618;7.884284743175624;0:55.755700
1.7713764667679215;19.933845047841906;0:55.955900
4.689846535075365;29.89119146096645;0:56.022633
7.199864168853412;31.20939251361574;0:56.056000
5.686410383351815;29.04619327992945;0:56.322933
9.002714243493037;14.85706981162303;0:56.956900
11.222450792107344;2.5391118550514995;0:56.990267
12.886890639067701;-8.186674754047573;0:57.090367
13.888958118492258;-20.6540613256857;0:57.123733
16.55669621276017;-30.672354838131888;0:57.157100
16.21568497319881;-28.44380103952231;0:57.190467
13.875573984188486;-27.09212239047877;0:57.223833
13.2444640217435;-26.50373718930366;0:57.257200
13.872780129561704;-27.903529309742925;0:57.290567
15.15072223020733;-29.288966897482517;0:57.323933
14.177302839193999;-30.114339118045308;0:57.357300
15.720987906253038;-31.273994353337724;0:57.390667
14.981757042212578;-30.92734100824602;0:57.424033
14.821674707478929;-28.033465724874294;0:57.457400
14.662883599942095;-26.332042812840978;0:57.490767
14.528042899555512;-26.47932384077302;0:57.524133
12.204458686243619;-26.03521317004071;0:57.557500
11.759636699514541;-26.63367368993944;0:57.590867
8.380933872689535;-27.912380992176633;0:57.624233
7.941177231349438;-28.109269374964832;0:57.657600
8.250262638104752;-27.322746316894758;0:57.690967
10.122434824854615;-27.75916776071518;0:57.724333
10.270902337911973;-26.684086848169507;0:57.757700
12.56540820153935;-26.171779629674187;0:57.791067
13.909549504929853;-25.290237375568335;0:57.824433
12.51760176223772;-24.11042677917634;0:57.857800
3.155825787296011;-11.93294792193319;0:57.957900
1.8580013549551804;-11.420120722716081;0:58.191467
1.7729834927900714;-10.441137225958684;0:58.224833
-0.43562034452010234;-11.057487301830339;0:58.258200
-0.28692579486167846;-12.607439315972346;0:58.425033
8.372540443364665;-22.72982390158841;0:58.458400
9.439321779591774;-23.503979266393223;0:58.491767
8.215828646891927;-23.55777988426327;0:58.525133
6.721156754810932;-23.10051059857402;0:58.558500
4.7812691451065366;-22.382270770778717;0:58.625233
5.641806749327722;-24.195923885258882;0:58.825433
3.890297060998855;-24.040899111565743;0:59.125733
4.356433405064736;-25.200983307345847;0:59.592867
5.322400235418273;-25.143986068940652;0:59.626233
1.7727454606127175;-22.819872414351746;1:11.171100
-6.351502782354183;-20.593580917161894;1:11.271200
-8.723768456389395;-15.309162593890301;1:11.304567
-11.211615278906743;-11.828737983203041;1:11.371300
-14.64490506169837;-12.262602364425804;1:11.404667
-9.99311705260843;-6.331692760669272;1:12.005267
-4.0565130634410576;3.220460814651074;1:12.138733
-2.3487596287760413;9.60720575896;1:13.406667
-6.575480372189148;10.610945775668057;1:14.307567
-7.895647287644573;11.099046986721865;1:14.340933
-13.799326607411695;6.180330409227609;1:27.320567
-16.461611883471384;0.07664077124786213;1:27.353933
-20.692030679111895;-8.67707176216756;1:27.387300
-17.182336818021934;-1.7911484713114567;1:27.420667
-17.86951761335643;4.759085079160537;1:27.454033
-15.502666830695912;6.3563749143126955;1:27.487400
-15.062970854746354;4.248790079175196;1:39.099000
-12.705658399473403;3.403016274669183;1:39.199100
-10.767070431883344;3.813747099693748;1:41.000900
-11.47375435051512;1.483642018240192;1:41.301200
-14.701314315137648;1.9201434579689582;1:49.742967
-15.393870704369524;2.93266469987611;1:49.776333
-18.571128436169886;1.8944033746153395;1:49.843067
-19.65316771495869;2.227883399233523;1:50.410300
-12.726029293893934;9.357384875285184;1:50.944167
-6.065401670969246;17.26790080046097;1:51.044267
-2.2106269310987607;24.39139503486901;1:51.277833
-3.3816828721982604;26.26331295229257;1:51.711600
-6.683350760268363;20.005913635973435;1:57.884433
-11.571449652131678;10.787668569024916;1:57.917800
-15.097378851744313;4.654190560557292;1:57.951167
-15.81843881081654;4.760342389954315;1:59.285833
-8.745166546100316;13.855703789769958;1:59.319200
-4.43711700192114;20.541635698397045;1:59.419300
0.2698290860278599;29.624641671444344;1:59.452667
4.42948586430432;33.564281094651754;1:59.519400
4.765843757378745;30.35645890337406;1:59.586133
5.395027207513474;28.065714619163153;1:59.619500
3.6585031998298803;16.981061685754348;2:1.488033
-1.2643533971595236;6.863915442281112;2:2.989533
-5.593696537786089;-5.044148343366506;2:3.022900
-8.909762399415886;-9.544484943673638;0:0.000000
