time;random
1:2.862800;1
1:2.896167;1
1:2.929533;1
1:2.962900;1
1:2.996267;1
1:3.029633;1
1:3.063000;1
1:3.096367;1
1:3.129733;1
1:3.163100;1
1:3.196467;1
1:3.229833;1
1:3.263200;1
1:3.296567;1
1:3.329933;1
1:3.363300;1
1:3.396667;1
1:3.430033;1
1:3.463400;1
1:3.496767;1
1:3.530133;1
1:3.563500;1
1:3.596867;1
1:3.630233;1
1:3.663600;1
1:3.696967;1
1:3.730333;1
1:3.763700;1
1:3.797067;1
1:3.830433;1
1:3.863800;1
1:3.897167;1
1:3.930533;1
1:3.963900;1
1:3.997267;1
1:4.030633;1
1:4.064000;1
1:4.097367;1
1:4.130733;1
1:4.164100;1
1:4.197467;1
1:4.230833;1
1:4.264200;1
1:4.297567;1
1:4.330933;1
1:4.364300;1
1:4.397667;1
1:4.431033;1
1:4.464400;1
1:4.497767;1
1:4.531133;1
1:4.564500;1
1:4.597867;1
1:4.631233;1
1:4.664600;1
1:4.697967;1
1:4.731333;1
1:4.764700;1
1:4.798067;1
1:4.831433;1
1:4.864800;1
1:4.898167;1
1:4.931533;1
1:4.964900;1
1:4.998267;1
1:5.031633;1
1:5.065000;1
1:5.098367;1
1:5.131733;1
1:5.165100;1
1:5.198467;1
1:5.231833;1
1:5.265200;1
1:5.298567;1
1:5.331933;1
1:5.365300;1
1:5.398667;1
1:5.432033;1
1:5.465400;1
1:5.498767;1
1:5.532133;1
1:5.565500;1
1:5.598867;1
1:5.632233;1
1:5.665600;1
1:5.698967;1
1:5.732333;1
1:5.765700;1
1:5.799067;1
1:5.832433;1
1:5.865800;1
1:5.899167;1
1:5.932533;1
1:5.965900;1
1:5.999267;1
1:6.032633;1
1:6.066000;1
1:6.099367;1
1:6.132733;1
1:6.166100;1
1:6.199467;1
1:6.232833;1
1:6.266200;1
1:6.299567;1
1:6.332933;1
1:6.366300;1
1:6.399667;1
1:6.433033;1
1:6.466400;1
1:6.499767;1
1:6.533133;1
1:6.566500;1
1:6.599867;1
1:6.633233;1
1:6.666600;1
1:6.699967;1
1:6.733333;1
1:6.766700;1
1:6.800067;1
1:6.833433;1
1:6.866800;1
1:6.900167;1
1:6.933533;1
1:6.966900;1
1:7.000267;1
1:7.033633;1
1:7.067000;1
1:7.100367;1
1:7.133733;1
1:7.167100;1
1:7.200467;1
1:7.233833;1
1:7.267200;1
1:7.300567;1
1:7.333933;1
1:7.367300;1
1:7.400667;1
1:7.434033;1
1:7.467400;1
1:7.500767;1
1:7.534133;1
1:7.567500;1
1:7.600867;1
1:7.634233;1
1:7.667600;1
1:7.700967;1
1:7.734333;1
1:7.767700;1
1:7.801067;1
1:7.834433;1
1:7.867800;1
1:7.901167;1
1:7.934533;1
1:7.967900;1
1:8.001267;1
1:8.034633;1
1:8.068000;1
1:8.101367;1
1:8.134733;1
1:8.168100;1
1:8.201467;1
1:8.234833;1
1:8.268200;1
1:8.301567;1
1:8.334933;1
1:8.368300;1
1:8.401667;1
1:8.435033;1
1:8.468400;1
1:8.501767;1
1:8.535133;1
1:8.568500;1
1:8.601867;1
1:8.635233;1
1:8.668600;1
1:8.701967;1
1:8.735333;1
1:8.768700;1
1:8.802067;1
1:8.835433;1
1:8.868800;1
1:8.902167;1
1:8.935533;1
1:8.968900;1
1:9.002267;1
1:9.035633;1
1:9.069000;1
1:9.102367;1
1:9.135733;1
1:9.169100;1
1:9.202467;1
1:9.235833;1
1:9.269200;1
1:9.302567;1
1:9.335933;1
1:9.369300;1
1:9.402667;1
1:9.436033;1
1:9.469400;1
1:9.502767;1
1:9.536133;1
1:9.569500;1
1:9.602867;1
1:9.636233;1
1:9.669600;1
1:9.702967;1
1:9.736333;1
1:9.769700;1
1:9.803067;1
1:9.836433;1
1:9.869800;1
1:9.903167;1
1:9.936533;1
1:9.969900;1
1:10.003267;1
1:10.036633;1
1:10.070000;1
1:10.103367;1
1:10.136733;1
1:10.170100;1
1:10.203467;1
1:10.236833;1
1:10.270200;1
1:10.303567;1
1:10.336933;1
1:10.370300;1
1:10.403667;1
1:10.437033;1
1:10.470400;1
1:10.503767;1
1:10.537133;1
1:10.570500;1
1:10.603867;1
1:10.637233;1
1:10.670600;1
1:10.703967;1
1:10.737333;1
1:10.770700;1
1:10.804067;1
1:10.837433;1
1:10.870800;1
1:10.904167;1
1:10.937533;1
1:10.970900;1
1:11.004267;1
1:11.037633;1
1:11.071000;1
1:11.104367;1
1:11.137733;1
1:11.204467;1
1:11.237833;1
1:11.337933;1
1:11.438033;1
1:11.471400;1
1:11.504767;1
1:11.538133;1
1:11.571500;1
1:11.604867;1
1:11.638233;1
1:11.671600;1
1:11.704967;1
1:11.738333;1
1:11.771700;1
1:11.805067;1
1:11.838433;1
1:11.871800;1
1:11.905167;1
1:11.938533;1
1:11.971900;1
1:12.038633;1
1:12.072000;1
1:12.105367;1
1:12.172100;1
1:12.205467;1
1:12.238833;1
1:12.272200;1
1:12.305567;1
1:12.338933;1
1:12.372300;1
1:12.405667;1
1:12.439033;1
1:12.472400;1
1:12.505767;1
1:12.539133;1
1:12.572500;1
1:12.605867;1
1:12.639233;1
1:12.672600;1
1:12.705967;1
1:12.739333;1
1:12.772700;1
1:12.806067;1
1:12.839433;1
1:12.872800;1
1:12.906167;1
1:12.939533;1
1:12.972900;1
1:13.006267;1
1:13.039633;1
1:13.073000;1
1:13.106367;1
1:13.139733;1
1:13.173100;1
1:13.206467;1
1:13.239833;1
1:13.273200;1
1:13.306567;1
1:13.339933;1
1:13.373300;1
1:13.440033;1
1:13.473400;1
1:13.506767;1
1:13.540133;1
1:13.573500;1
1:13.606867;1
1:13.640233;1
1:13.673600;1
1:13.706967;1
1:13.740333;1
1:13.773700;1
1:13.807067;1
1:13.840433;1
1:13.873800;1
1:13.907167;1
1:13.940533;1
1:13.973900;1
1:14.007267;1
1:14.040633;1
1:14.074000;1
1:14.107367;1
1:14.140733;1
1:14.174100;1
1:14.207467;1
1:14.240833;1
1:14.274200;1
1:14.374300;1
1:14.407667;1
1:14.441033;1
1:14.474400;1
1:14.507767;1
1:14.541133;1
1:14.574500;1
1:14.607867;1
1:14.641233;1
1:14.674600;1
1:14.707967;1
1:14.741333;1
1:14.774700;1
1:14.808067;1
1:14.841433;1
1:14.874800;1
1:14.908167;1
1:14.941533;1
1:14.974900;1
1:15.008267;1
1:15.041633;1
1:15.075000;1
1:15.108367;1
1:15.141733;1
1:15.175100;1
1:15.208467;1
1:15.241833;1
1:15.275200;1
1:15.308567;1
1:15.341933;1
1:15.375300;1
1:15.408667;1
1:15.442033;1
1:15.475400;1
1:15.508767;1
1:15.542133;1
1:15.575500;1
1:15.608867;1
1:15.642233;1
1:15.675600;1
1:15.708967;1
1:15.742333;1
1:15.775700;1
1:15.809067;1
1:15.842433;1
1:15.875800;1
1:15.909167;1
1:15.942533;1
1:15.975900;1
1:16.009267;1
1:16.042633;1
1:16.076000;1
1:16.109367;1
1:16.142733;1
1:16.176100;1
1:16.209467;1
1:16.242833;1
1:16.276200;1
1:16.309567;1
1:16.342933;1
1:16.376300;1
1:16.409667;1
1:16.443033;1
1:16.476400;1
1:16.509767;1
1:16.543133;1
1:16.576500;1
1:16.609867;1
1:16.643233;1
1:16.676600;1
1:16.709967;1
1:16.743333;1
1:16.776700;1
1:16.810067;1
1:16.843433;1
1:16.876800;1
1:16.910167;1
1:16.943533;1
1:16.976900;1
1:17.010267;1
1:17.043633;1
1:17.077000;1
1:17.110367;1
1:17.143733;1
1:17.177100;1
1:17.210467;1
1:17.243833;1
1:17.277200;1
1:17.310567;1
1:17.343933;1
1:17.377300;1
1:17.410667;1
1:17.444033;1
1:17.477400;1
1:17.510767;1
1:17.544133;1
1:17.577500;1
1:17.610867;1
1:17.644233;1
1:17.677600;1
1:17.710967;1
1:17.744333;1
1:17.777700;1
1:17.811067;1
1:17.844433;1
1:17.877800;1
1:17.911167;1
1:17.944533;1
1:17.977900;1
1:18.011267;1
1:18.044633;1
1:18.078000;1
1:18.111367;1
1:18.144733;1
1:18.178100;1
1:18.211467;1
1:18.244833;1
1:18.278200;1
1:18.311567;1
1:18.344933;1
1:18.378300;1
1:18.411667;1
1:18.445033;1
1:18.478400;1
1:18.511767;1
1:18.545133;1
1:18.578500;1
1:18.611867;1
1:18.645233;1
1:18.678600;1
1:18.711967;1
1:18.745333;1
1:18.778700;1
1:18.812067;1
1:18.845433;1
1:18.878800;1
1:18.912167;1
1:18.945533;1
1:18.978900;1
1:19.012267;1
1:19.045633;1
1:19.079000;1
1:19.112367;1
1:19.145733;1
1:19.179100;1
1:19.212467;1
1:19.245833;1
1:19.279200;1
1:19.312567;1
1:19.345933;1
1:19.379300;1
1:19.412667;1
1:19.446033;1
1:19.479400;1
1:19.512767;1
1:19.546133;1
1:19.579500;1
1:19.612867;1
1:19.646233;1
1:19.679600;1
1:19.712967;1
1:19.746333;1
1:19.779700;1
1:19.813067;1
1:19.846433;1
1:19.879800;1
1:19.913167;1
1:19.946533;1
1:19.979900;1
1:20.013267;1
1:20.046633;1
1:20.080000;1
1:20.113367;1
1:20.146733;1
1:20.180100;1
1:20.213467;1
1:20.246833;1
1:20.280200;1
1:20.313567;1
1:20.346933;1
1:20.380300;1
1:20.413667;1
1:20.447033;1
1:20.480400;1
1:20.513767;1
1:20.547133;1
1:20.580500;1
1:20.613867;1
1:20.647233;1
1:20.680600;1
1:20.713967;1
1:20.747333;1
1:20.780700;1
1:20.814067;1
1:20.847433;1
1:20.880800;1
1:20.914167;1
1:20.947533;1
1:20.980900;1
1:21.014267;1
1:21.047633;1
1:21.081000;1
1:21.114367;1
1:21.147733;1
1:21.181100;1
1:21.214467;1
1:21.247833;1
1:21.281200;1
1:21.314567;1
1:21.347933;1
1:21.381300;1
1:21.414667;1
1:21.448033;1
1:21.481400;1
1:21.514767;1
1:21.548133;1
1:21.581500;1
1:21.614867;1
1:21.648233;1
1:21.681600;1
1:21.714967;1
1:21.748333;1
1:21.781700;1
1:21.815067;1
1:21.848433;1
1:21.881800;1
1:21.915167;1
1:21.948533;1
1:21.981900;1
1:22.015267;1
1:22.048633;1
1:22.082000;1
1:22.115367;1
1:22.148733;1
1:22.182100;1
1:22.215467;1
1:22.248833;1
1:22.282200;1
1:22.315567;1
1:22.348933;1
1:22.382300;1
1:22.415667;1
1:22.449033;1
1:22.482400;1
1:22.515767;1
1:22.549133;1
1:22.582500;1
1:22.615867;1
1:22.649233;1
1:22.682600;1
1:22.715967;1
1:22.749333;1
1:22.782700;1
1:22.816067;1
1:22.849433;1
1:22.882800;1
1:22.916167;1
1:22.949533;1
1:22.982900;1
1:23.016267;1
1:23.049633;1
1:23.083000;1
1:23.116367;1
1:23.149733;1
1:23.183100;1
1:23.216467;1
1:23.249833;1
1:23.283200;1
1:23.316567;1
1:23.349933;1
1:23.383300;1
1:23.416667;1
1:23.450033;1
1:23.483400;1
1:23.516767;1
1:23.550133;1
1:23.583500;1
1:23.616867;1
1:23.650233;1
1:23.683600;1
1:23.716967;1
1:23.750333;1
1:23.783700;1
1:23.817067;1
1:23.850433;1
1:23.883800;1
1:23.917167;1
1:23.950533;1
1:23.983900;1
1:24.017267;1
1:24.050633;1
1:24.084000;1
1:24.117367;1
1:24.150733;1
1:24.184100;1
1:24.217467;1
1:24.250833;1
1:24.284200;1
1:24.317567;1
1:24.350933;1
1:24.384300;1
1:24.417667;1
1:24.451033;1
1:24.484400;1
1:24.517767;1
1:24.551133;1
1:24.584500;1
1:24.617867;1
1:24.651233;1
1:24.684600;1
1:24.717967;1
1:24.751333;1
1:24.784700;1
1:24.818067;1
1:24.851433;1
1:24.884800;1
1:24.918167;1
1:24.951533;1
1:24.984900;1
1:25.018267;1
1:25.051633;1
1:25.085000;1
1:25.118367;1
1:25.151733;1
1:25.185100;1
1:25.218467;1
1:25.251833;1
1:25.285200;1
1:25.318567;1
1:25.351933;1
1:25.385300;1
1:25.418667;1
1:25.452033;1
1:25.485400;1
1:25.518767;1
1:25.552133;1
1:25.585500;1
1:25.618867;1
1:25.652233;1
1:25.685600;1
1:25.718967;1
1:25.752333;1
1:25.785700;1
1:25.819067;1
1:25.852433;1
1:25.885800;1
1:25.919167;1
1:25.952533;1
1:25.985900;1
1:26.019267;1
1:26.052633;1
1:26.086000;1
1:26.119367;1
1:26.152733;1
1:26.186100;1
1:26.219467;1
1:26.252833;1
1:26.286200;1
1:26.319567;1
1:26.352933;1
1:26.386300;1
1:26.419667;1
1:26.453033;1
1:26.486400;1
1:26.519767;1
1:26.553133;1
1:26.586500;1
1:26.619867;1
1:26.653233;1
1:26.686600;1
1:26.719967;1
1:26.753333;1
1:26.786700;1
1:26.820067;1
1:26.853433;1
1:26.886800;1
1:26.920167;1
1:26.953533;1
1:26.986900;1
1:27.020267;1
1:27.053633;1
1:27.087000;1
1:27.120367;1
1:27.153733;1
1:27.187100;1
1:27.220467;1
1:27.253833;1
1:27.287200;1
1:27.520767;1
1:27.554133;1
1:27.587500;1
1:27.620867;1
1:27.654233;1
1:27.687600;1
1:27.720967;1
1:27.754333;1
1:27.787700;1
1:27.821067;1
1:27.854433;1
1:27.887800;1
1:27.921167;1
1:27.954533;1
1:27.987900;1
1:28.021267;1
1:28.054633;1
1:28.088000;1
1:28.121367;1
1:28.154733;1
1:28.188100;1
1:28.221467;1
1:28.254833;1
1:28.288200;1
1:28.321567;1
1:28.354933;1
1:28.388300;1
1:28.421667;1
1:28.455033;1
1:28.488400;1
1:28.521767;1
1:28.555133;1
1:28.588500;1
1:28.621867;1
1:28.655233;1
1:28.688600;1
1:28.721967;1
1:28.755333;1
1:28.788700;1
1:28.822067;1
1:28.855433;1
1:28.888800;1
1:28.922167;1
1:28.955533;1
1:28.988900;1
1:29.022267;1
1:29.055633;1
1:29.089000;1
1:29.122367;1
1:29.155733;1
1:29.189100;1
1:29.222467;1
1:29.255833;1
1:29.289200;1
1:29.322567;1
1:29.355933;1
1:29.389300;1
1:29.422667;1
1:29.456033;1
1:29.489400;1
1:29.522767;1
1:29.556133;1
1:29.589500;1
1:29.622867;1
1:29.656233;1
1:29.689600;1
1:29.722967;1
1:29.756333;1
1:29.789700;1
1:29.823067;1
1:29.856433;1
1:29.889800;1
1:29.923167;1
1:29.956533;1
1:29.989900;1
1:30.023267;1
1:30.056633;1
1:30.090000;1
1:30.123367;1
1:30.156733;1
1:30.190100;1
1:30.223467;1
1:30.256833;1
1:30.290200;1
1:30.323567;1
1:30.356933;1
1:30.390300;1
1:30.423667;1
1:30.457033;1
1:30.490400;1
1:30.523767;1
1:30.557133;1
1:30.590500;1
1:30.623867;1
1:30.657233;1
1:30.690600;1
1:30.723967;1
1:30.757333;1
1:30.790700;1
1:30.824067;1
1:30.857433;1
1:30.890800;1
1:30.924167;1
1:30.957533;1
1:30.990900;1
1:31.024267;1
1:31.057633;1
1:31.091000;1
1:31.124367;1
1:31.157733;1
1:31.191100;1
1:31.224467;1
1:31.257833;1
1:31.291200;1
1:31.324567;1
1:31.357933;1
1:31.391300;1
1:31.424667;1
1:31.458033;1
1:31.491400;1
1:31.524767;1
1:31.558133;1
1:31.591500;1
1:31.624867;1
1:31.658233;1
1:31.691600;1
1:31.724967;1
1:31.758333;1
1:31.791700;1
1:31.825067;1
1:31.858433;1
1:31.891800;1
1:31.925167;1
1:31.958533;1
1:31.991900;1
1:32.025267;1
1:32.058633;1
1:32.092000;1
1:32.125367;1
1:32.158733;1
1:32.192100;1
1:32.225467;1
1:32.258833;1
1:32.292200;1
1:32.325567;1
1:32.358933;1
1:32.392300;1
1:32.425667;1
1:32.459033;1
1:32.492400;1
1:32.525767;1
1:32.559133;1
1:32.592500;1
1:32.625867;1
1:32.659233;1
1:32.692600;1
1:32.725967;1
1:32.759333;1
1:32.792700;1
1:32.826067;1
1:32.859433;1
1:32.892800;1
1:32.926167;1
1:32.959533;1
1:32.992900;1
1:33.026267;1
1:33.059633;1
1:33.093000;1
1:33.126367;1
1:33.159733;1
1:33.193100;1
1:33.226467;1
1:33.259833;1
1:33.293200;1
1:33.326567;1
1:33.359933;1
1:33.393300;1
1:33.426667;1
1:33.460033;1
1:33.493400;1
1:33.526767;1
1:33.560133;1
1:33.593500;1
1:33.626867;1
1:33.660233;1
1:33.693600;1
1:33.726967;1
1:33.760333;1
1:33.793700;1
1:33.827067;1
1:33.860433;1
1:33.893800;1
1:33.927167;1
1:33.960533;1
1:33.993900;1
1:34.027267;1
1:34.060633;1
1:34.094000;1
1:34.127367;1
1:34.160733;1
1:34.194100;1
1:34.227467;1
1:34.260833;1
1:34.294200;1
1:34.327567;1
1:34.360933;1
1:34.394300;1
1:34.427667;1
1:34.461033;1
1:34.494400;1
1:34.527767;1
1:34.561133;1
1:34.594500;1
1:34.627867;1
1:34.661233;1
1:34.694600;1
1:34.727967;1
1:34.761333;1
1:34.794700;1
1:34.828067;1
1:34.861433;1
1:34.894800;1
1:34.928167;1
1:34.961533;1
1:34.994900;1
1:35.028267;1
1:35.061633;1
1:35.095000;1
1:35.128367;1
1:35.161733;1
1:35.195100;1
1:35.228467;1
1:35.261833;1
1:35.295200;1
1:35.328567;1
1:35.361933;1
1:35.395300;1
1:35.428667;1
1:35.462033;1
1:35.495400;1
1:35.528767;1
1:35.562133;1
1:35.595500;1
1:35.628867;1
1:35.662233;1
1:35.695600;1
1:35.728967;1
1:35.762333;1
1:35.795700;1
1:35.829067;1
1:35.862433;1
1:35.895800;1
1:35.929167;1
1:35.962533;1
1:35.995900;1
1:36.029267;1
1:36.062633;1
1:36.096000;1
1:36.129367;1
1:36.162733;1
1:36.196100;1
1:36.229467;1
1:36.262833;1
1:36.296200;1
1:36.329567;1
1:36.362933;1
1:36.396300;1
1:36.429667;1
1:36.463033;1
1:36.496400;1
1:36.529767;1
1:36.563133;1
1:36.596500;1
1:36.629867;1
1:36.663233;1
1:36.696600;1
1:36.729967;1
1:36.763333;1
1:36.796700;1
1:36.830067;1
1:36.863433;1
1:36.896800;1
1:36.930167;1
1:36.963533;1
1:36.996900;1
1:37.030267;1
1:37.063633;1
1:37.097000;1
1:37.130367;1
1:37.163733;1
1:37.197100;1
1:37.230467;1
1:37.263833;1
1:37.297200;1
1:37.330567;1
1:37.363933;1
1:37.397300;1
1:37.430667;1
1:37.464033;1
1:37.497400;1
1:37.530767;1
1:37.564133;1
1:37.597500;1
1:37.630867;1
1:37.664233;1
1:37.697600;1
1:37.730967;1
1:37.764333;1
1:37.797700;1
1:37.831067;1
1:37.864433;1
1:37.897800;1
1:37.931167;1
1:37.964533;1
1:37.997900;1
1:38.031267;1
1:38.064633;1
1:38.098000;1
1:38.131367;1
1:38.164733;1
1:38.198100;1
1:38.231467;1
1:38.264833;1
1:38.298200;1
1:38.331567;1
1:38.364933;1
1:38.398300;1
1:38.431667;1
1:38.465033;1
1:38.498400;1
1:38.531767;1
1:38.565133;1
1:38.598500;1
1:38.631867;1
1:38.665233;1
1:38.698600;1
1:38.731967;1
1:38.765333;1
1:38.798700;1
1:38.832067;1
1:38.865433;1
1:38.898800;1
1:38.932167;1
1:38.965533;1
1:38.998900;1
1:39.032267;1
1:39.065633;1
1:39.132367;1
1:39.165733;1
1:39.232467;1
1:39.265833;1
1:39.299200;1
1:39.332567;1
1:39.365933;1
1:39.399300;1
1:39.432667;1
1:39.466033;1
1:39.499400;1
1:39.532767;1
1:39.566133;1
1:39.599500;1
1:39.632867;1
1:39.666233;1
1:39.699600;1
1:39.732967;1
1:39.766333;1
1:39.799700;1
1:39.833067;1
1:39.866433;1
1:39.899800;1
1:39.933167;1
1:39.966533;1
1:39.999900;1
1:40.033267;1
1:40.066633;1
1:40.100000;1
1:40.133367;1
1:40.166733;1
1:40.200100;1
1:40.233467;1
1:40.266833;1
1:40.300200;1
1:40.333567;1
1:40.366933;1
1:40.400300;1
1:40.433667;1
1:40.467033;1
1:40.500400;1
1:40.533767;1
1:40.567133;1
1:40.600500;1
1:40.633867;1
1:40.667233;1
1:40.700600;1
1:40.733967;1
1:40.767333;1
1:40.800700;1
1:40.834067;1
1:40.867433;1
1:40.900800;1
1:40.934167;1
1:40.967533;1
1:41.034267;1
1:41.067633;1
1:41.101000;1
1:41.134367;1
1:41.167733;1
1:41.201100;1
1:41.234467;1
1:41.267833;1
1:41.334567;1
1:41.367933;1
1:41.401300;1
1:41.434667;1
1:41.468033;1
1:41.501400;1
1:41.534767;1
1:41.568133;1
1:41.601500;1
1:41.634867;1
1:41.668233;1
1:41.701600;1
1:41.734967;1
1:41.768333;1
1:41.801700;1
1:41.835067;1
1:41.868433;1
1:41.901800;1
1:41.935167;1
1:41.968533;1
1:42.001900;1
1:42.035267;1
1:42.068633;1
1:42.102000;1
1:42.135367;1
1:42.168733;1
1:42.202100;1
1:42.235467;1
1:42.268833;1
1:42.302200;1
1:42.335567;1
1:42.368933;1
1:42.402300;1
1:42.435667;1
1:42.469033;1
1:42.502400;1
1:42.535767;1
1:42.569133;1
1:42.602500;1
1:42.635867;1
1:42.669233;1
1:42.702600;1
1:42.735967;1
1:42.769333;1
1:42.802700;1
1:42.836067;1
1:42.869433;1
1:42.902800;1
1:42.936167;1
1:42.969533;1
1:43.002900;1
1:43.036267;1
1:43.069633;1
1:43.103000;1
1:43.136367;1
1:43.169733;1
1:43.203100;1
1:43.236467;1
1:43.269833;1
1:43.303200;1
1:43.336567;1
1:43.369933;1
1:43.403300;1
1:43.436667;1
1:43.470033;1
1:43.503400;1
1:43.536767;1
1:43.570133;1
1:43.603500;1
1:43.636867;1
1:43.670233;1
1:43.703600;1
1:43.736967;1
1:43.770333;1
1:43.803700;1
1:43.837067;1
1:43.870433;1
1:43.903800;1
1:43.937167;1
1:43.970533;1
1:44.003900;1
1:44.037267;1
1:44.070633;1
1:44.104000;1
1:44.137367;1
1:44.170733;1
1:44.204100;1
1:44.237467;1
1:44.270833;1
1:44.304200;1
1:44.337567;1
1:44.370933;1
1:44.404300;1
1:44.437667;1
1:44.471033;1
1:44.504400;1
1:44.537767;1
1:44.571133;1
1:44.604500;1
1:44.637867;1
1:44.671233;1
1:44.704600;1
1:44.737967;1
1:44.771333;1
1:44.804700;1
1:44.838067;1
1:44.871433;1
1:44.904800;1
1:44.938167;1
1:44.971533;1
1:45.004900;1
1:45.038267;1
1:45.071633;1
1:45.105000;1
1:45.138367;1
1:45.171733;1
1:45.205100;1
1:45.238467;1
1:45.271833;1
1:45.305200;1
1:45.338567;1
1:45.371933;1
1:45.405300;1
1:45.438667;1
1:45.472033;1
1:45.505400;1
1:45.538767;1
1:45.572133;1
1:45.605500;1
1:45.638867;1
1:45.672233;1
1:45.705600;1
1:45.738967;1
1:45.772333;1
1:45.805700;1
1:45.839067;1
1:45.872433;1
1:45.905800;1
1:45.939167;1
1:45.972533;1
1:46.005900;1
1:46.039267;1
1:46.072633;1
1:46.106000;1
1:46.139367;1
1:46.172733;1
1:46.206100;1
1:46.239467;1
1:46.272833;1
1:46.306200;1
1:46.339567;1
1:46.372933;1
1:46.406300;1
1:46.439667;1
1:46.473033;1
1:46.506400;1
1:46.539767;1
1:46.573133;1
1:46.606500;1
1:46.639867;1
1:46.673233;1
1:46.706600;1
1:46.739967;1
1:46.773333;1
1:46.806700;1
1:46.840067;1
1:46.873433;1
1:46.906800;1
1:46.940167;1
1:46.973533;1
1:47.006900;1
1:47.040267;1
1:47.073633;1
1:47.107000;1
1:47.140367;1
1:47.173733;1
1:47.207100;1
1:47.240467;1
1:47.273833;1
1:47.307200;1
1:47.340567;1
1:47.373933;1
1:47.407300;1
1:47.440667;1
1:47.474033;1
1:47.507400;1
1:47.540767;1
1:47.574133;1
1:47.607500;1
1:47.640867;1
1:47.674233;1
1:47.707600;1
1:47.740967;1
1:47.774333;1
1:47.807700;1
1:47.841067;1
1:47.874433;1
1:47.907800;1
1:47.941167;1
1:47.974533;1
1:48.007900;1
1:48.041267;1
1:48.074633;1
1:48.108000;1
1:48.141367;1
1:48.174733;1
1:48.208100;1
1:48.241467;1
1:48.274833;1
1:48.308200;1
1:48.341567;1
1:48.374933;1
1:48.408300;1
1:48.441667;1
1:48.475033;1
1:48.508400;1
1:48.541767;1
1:48.575133;1
1:48.608500;1
1:48.641867;1
1:48.675233;1
1:48.708600;1
1:48.741967;1
1:48.775333;1
1:48.808700;1
1:48.842067;1
1:48.875433;1
1:48.908800;1
1:48.942167;1
1:48.975533;1
1:49.008900;1
1:49.042267;1
1:49.075633;1
1:49.109000;1
1:49.142367;1
1:49.175733;1
1:49.209100;1
1:49.242467;1
1:49.275833;1
1:49.309200;1
1:49.342567;1
1:49.375933;1
1:49.409300;1
1:49.442667;1
1:49.476033;1
1:49.509400;1
1:49.542767;1
1:49.576133;1
1:49.609500;1
1:49.642867;1
1:49.676233;1
1:49.709600;1
1:49.809700;1
1:49.876433;1
1:49.909800;1
1:49.943167;1
1:49.976533;1
1:50.009900;1
1:50.043267;1
1:50.076633;1
1:50.110000;1
1:50.143367;1
1:50.176733;1
1:50.210100;1
1:50.243467;1
1:50.276833;1
1:50.310200;1
1:50.343567;1
1:50.376933;1
1:50.443667;1
1:50.477033;1
1:50.510400;1
1:50.543767;1
1:50.577133;1
1:50.610500;1
1:50.643867;1
1:50.677233;1
1:50.710600;1
1:50.743967;1
1:50.777333;1
1:50.810700;1
1:50.844067;1
1:50.877433;1
1:50.910800;1
1:50.977533;1
1:51.010900;1
1:51.077633;1
1:51.111000;1
1:51.144367;1
1:51.177733;1
1:51.211100;1
1:51.244467;1
1:51.311200;1
1:51.344567;1
1:51.377933;1
1:51.411300;1
1:51.444667;1
1:51.478033;1
1:51.511400;1
1:51.544767;1
1:51.578133;1
1:51.611500;1
1:51.644867;1
1:51.678233;1
1:51.744967;1
1:51.778333;1
1:51.811700;1
1:51.845067;1
1:51.878433;1
1:51.911800;1
1:51.945167;1
1:51.978533;1
1:52.011900;1
1:52.045267;1
1:52.078633;1
1:52.112000;1
1:52.145367;1
1:52.178733;1
1:52.212100;1
1:52.245467;1
1:52.278833;1
1:52.312200;1
1:52.345567;1
1:52.378933;1
1:52.412300;1
1:52.445667;1
1:52.479033;1
1:52.512400;1
1:52.545767;1
1:52.579133;1
1:52.612500;1
1:52.645867;1
1:52.679233;1
1:52.712600;1
1:52.745967;1
1:52.779333;1
1:52.812700;1
1:52.846067;1
1:52.879433;1
1:52.912800;1
1:52.946167;1
1:52.979533;1
1:53.012900;1
1:53.046267;1
1:53.079633;1
1:53.113000;1
1:53.146367;1
1:53.179733;1
1:53.213100;1
1:53.246467;1
1:53.279833;1
1:53.313200;1
1:53.346567;1
1:53.379933;1
1:53.413300;1
1:53.446667;1
1:53.480033;1
1:53.513400;1
1:53.546767;1
1:53.580133;1
1:53.613500;1
1:53.646867;1
1:53.680233;1
1:53.713600;1
1:53.746967;1
1:53.780333;1
1:53.813700;1
1:53.847067;1
1:53.880433;1
1:53.913800;1
1:53.947167;1
1:53.980533;1
1:54.013900;1
1:54.047267;1
1:54.080633;1
1:54.114000;1
1:54.147367;1
1:54.180733;1
1:54.214100;1
1:54.247467;1
1:54.280833;1
1:54.314200;1
1:54.347567;1
1:54.380933;1
1:54.414300;1
1:54.447667;1
1:54.481033;1
1:54.514400;1
1:54.547767;1
1:54.581133;1
1:54.614500;1
1:54.647867;1
1:54.681233;1
1:54.714600;1
1:54.747967;1
1:54.781333;1
1:54.814700;1
1:54.848067;1
1:54.881433;1
1:54.914800;1
1:54.948167;1
1:54.981533;1
1:55.014900;1
1:55.048267;1
1:55.081633;1
1:55.115000;1
1:55.148367;1
1:55.181733;1
1:55.215100;1
1:55.248467;1
1:55.281833;1
1:55.315200;1
1:55.348567;1
1:55.381933;1
1:55.415300;1
1:55.448667;1
1:55.482033;1
1:55.515400;1
1:55.548767;1
1:55.582133;1
1:55.615500;1
1:55.648867;1
